capability_id,domain,capability,benchmark_behavior,neural_critic_equivalent,status,verification_level,entry_points,owner_files,data_source,journey,evidence,known_limitations,dependencies,regression_risk,last_verified,milestone,notes
"NC-GS-049","Reviews & Scoring","Game-to-review score linkage","Game pages and review indexes agree on the official publication score.","Game Graph identity joins mapped review stories to game-page verdict surfaces.","🟡","V2","/reviews/; review story routes; game review surfaces","assets/game-page.js; assets/review-intelligence.js; scripts/audit_games_database.py","published review articles; reviewMeta; Game Graph mappings","Open review discovery or a canonical review → score/context/facts render → linked game and story routes remain valid.","E-SRC-REPO; E-AUDIT-PUBLIC","Game mapping coverage is incomplete, so not every review can join a generated game page.","article gameKey; game record; reviewMeta","high","2026-09-02","M1","Existing review system is protected from wholesale rewrite."
"NC-GS-050","Reviews & Scoring","Review structured data","Search engines receive valid Review/VideoGame/rating metadata matching the visible verdict.","Canonical review shells emit Review JSON-LD with rating, itemReviewed, and pros/cons.","✅","V2","/reviews/; review story routes; game review surfaces","scripts/build_story_pages.py; stories/*/index.html","published review articles; reviewMeta; Game Graph mappings","Open review discovery or a canonical review → score/context/facts render → linked game and story routes remain valid.","E-CANONICAL-STATIC; E-AUDIT-PUBLIC","None observed in demonstrated scope.","review metadata; article runtime; game identity","high","2026-09-02","M1","Existing review system is protected from wholesale rewrite."
"NC-GS-051","Guides, Rankings & Collections","Guides discovery","Readers can browse a dedicated stream of practical guides.","The Guides desk filters and renders published game-guide coverage.","✅","V3","category.html?section=guides; What to Play; ranked story routes","assets/what-to-play-hub.js; assets/curated-collections.js; assets/ranked-parity.js","published guide/ranked articles; contentBlocks; collection metadata","Discover a guide/list → open canonical story → structured order/steps and connected coverage render.","E-SRC-REPO; E-BROWSER-PUBLIC","None observed in deterministic scope.","article formats; collection metadata; content API","medium","2026-09-02","M1","Inventory preserves the current format and curation owners."
"NC-GS-052","Guides, Rankings & Collections","Numbered step and requirement guide structure","Guides can encode ordered steps, prerequisites, tips, and locations.","game-guide contentBlocks and Studio controls support structured guide fields.","✅","V2","category.html?section=guides; What to Play; ranked story routes","assets/article-formatting.js; assets/studio-formatting.js; studio.html","published guide/ranked articles; contentBlocks; collection metadata","Discover a guide/list → open canonical story → structured order/steps and connected coverage render.","E-SRC-REPO; E-AUDIT-PUBLIC","None observed in deterministic scope.","article formats; collection metadata; content API","medium","2026-09-02","M1","Inventory preserves the current format and curation owners."
"NC-GS-053","Guides, Rankings & Collections","Guide Reading Map","Long guides provide fast navigation among steps/sections.","The shared Reading Map derives links from guide headings.","✅","V2","category.html?section=guides; What to Play; ranked story routes","assets/article-sidebar-interactive.js; assets/article-deep-link.js","published guide/ranked articles; contentBlocks; collection metadata","Discover a guide/list → open canonical story → structured order/steps and connected coverage render.","E-SRC-REPO; E-AUDIT-PUBLIC","None observed in deterministic scope.","article formats; collection metadata; content API","medium","2026-09-02","M1","Inventory preserves the current format and curation owners."
"NC-GS-054","Guides, Rankings & Collections","Ranked ordering and positions","Ranked lists preserve explicit item order and visible positions.","ranked-list contentBlocks store and render ordered positions.","✅","V2","category.html?section=guides; What to Play; ranked story routes","assets/ranked-parity.js; data/articles/*.json","published guide/ranked articles; contentBlocks; collection metadata","Discover a guide/list → open canonical story → structured order/steps and connected coverage render.","E-SRC-REPO; E-AUDIT-PUBLIC","None observed in deterministic scope.","article formats; collection metadata; content API","medium","2026-09-02","M1","Inventory preserves the current format and curation owners."
"NC-GS-055","Guides, Rankings & Collections","Best-list collection and year metadata","Living best lists carry collection identity and editorial year/context.","collection and collectionYear fields organize recommendation franchises.","✅","V2","category.html?section=guides; What to Play; ranked story routes","assets/curated-collections.js; assets/studio-formatting.js","published guide/ranked articles; contentBlocks; collection metadata","Discover a guide/list → open canonical story → structured order/steps and connected coverage render.","E-SRC-REPO; E-AUDIT-PUBLIC","None observed in deterministic scope.","article formats; collection metadata; content API","medium","2026-09-02","M1","Inventory preserves the current format and curation owners."
"NC-GS-056","Guides, Rankings & Collections","Ranked item preview cards","Discovery surfaces preview ordered items before a reader opens the full list.","Collection ranking preview derives top entries from structured ranked blocks.","✅","V2","category.html?section=guides; What to Play; ranked story routes","assets/collection-ranking-preview.js","published guide/ranked articles; contentBlocks; collection metadata","Discover a guide/list → open canonical story → structured order/steps and connected coverage render.","E-SRC-REPO; E-AUDIT-PUBLIC","None observed in deterministic scope.","article formats; collection metadata; content API","medium","2026-09-02","M1","Inventory preserves the current format and curation owners."
"NC-GS-057","Guides, Rankings & Collections","Curated collection tags","Editorial collections group related recommendations across platforms/genres.","collection metadata and curated collection modules group recommendation stories.","✅","V2","category.html?section=guides; What to Play; ranked story routes","assets/curated-collections.js; assets/curated-article.js","published guide/ranked articles; contentBlocks; collection metadata","Discover a guide/list → open canonical story → structured order/steps and connected coverage render.","E-SRC-REPO; E-AUDIT-PUBLIC","None observed in deterministic scope.","article formats; collection metadata; content API","medium","2026-09-02","M1","Inventory preserves the current format and curation owners."
"NC-GS-058","Guides, Rankings & Collections","What to Play hub","A recommendation hub helps readers choose games across current editorial lists.","The What to Play desk and homepage module aggregate recommendation collections.","✅","V3","category.html?section=guides; What to Play; ranked story routes","assets/what-to-play-hub.js; assets/home-what-to-play.js","published guide/ranked articles; contentBlocks; collection metadata","Discover a guide/list → open canonical story → structured order/steps and connected coverage render.","E-SRC-REPO; E-BROWSER-PUBLIC","None observed in deterministic scope.","article formats; collection metadata; content API","medium","2026-09-02","M1","Inventory preserves the current format and curation owners."
"NC-GS-059","Guides, Rankings & Collections","Upcoming-games editorial discovery","Readers can discover future releases and editorially tracked upcoming games.","Upcoming story coverage and release-state directory controls exist.","🟡","V3","category.html?section=guides; What to Play; ranked story routes","assets/games-directory.js; data/articles.json; games/index.html","published guide/ranked articles; contentBlocks; collection metadata","Discover a guide/list → open canonical story → structured order/steps and connected coverage render.","E-SRC-REPO; E-BROWSER-GAMES","The observed Upcoming directory state contains 0 mapped game records despite upcoming coverage stories.","mapped game rows with future release dates; article gameKey","medium","2026-09-02","M1","Inventory preserves the current format and curation owners."
"NC-GS-060","Guides, Rankings & Collections","Structured comparison or buying-guide format","Editors can compare multiple products/games against consistent criteria.","No structured comparison/buying-guide article format or owner was found.","❌","V1","none found after format/Studio/runtime search","none found","none","Search allowed article formats, Studio controls, runtime renderers, data, routes, and audits → no comparison format found.","E-NEG-COMPARISON","Missing structured capability; ordinary prose comparisons do not satisfy the benchmark.","No existing owner found; future work requires an approved format decision.","low","2026-09-02","M1","Negative inventory only; do not implement in this milestone."
"NC-GS-061","Categories, Authors & Editorial Desks","News desk","A dedicated news section presents current reporting and updates.","category.html?section=news filters NEWS coverage and news-specific enhancements.","✅","V3","category.html desk states; author.html; generated author pages; policy pages","assets/category-news.js; assets/category-parity.js","published article category/editorialSection/platforms; data/authors.json","Open desk/author/policy destination → correct filtered content and metadata render → story links stay canonical.","E-SRC-REPO; E-BROWSER-PUBLIC","None observed in demonstrated scope.","content API; desk query contract; author data","medium","2026-09-02","M1","Existing category and author information architecture."
"NC-GS-062","Categories, Authors & Editorial Desks","Reviews desk","A dedicated reviews section exposes recent review coverage.","category.html?section=reviews filters review stories with canonical desk metadata.","✅","V3","category.html desk states; author.html; generated author pages; policy pages","category.html; assets/category-parity.js; assets/category-editorial-v3.js; assets/author-system.js","published article category/editorialSection/platforms; data/authors.json","Open desk/author/policy destination → correct filtered content and metadata render → story links stay canonical.","E-SRC-REPO; E-BROWSER-PUBLIC","None observed in demonstrated scope.","content API; desk query contract; author data","medium","2026-09-02","M1","Existing category and author information architecture."
"NC-GS-063","Categories, Authors & Editorial Desks","Guides desk","A dedicated guides section exposes practical help coverage.","category.html?section=guides filters guide stories and curated modules.","✅","V3","category.html desk states; author.html; generated author pages; policy pages","category.html; assets/category-parity.js; assets/category-editorial-v3.js; assets/author-system.js","published article category/editorialSection/platforms; data/authors.json","Open desk/author/policy destination → correct filtered content and metadata render → story links stay canonical.","E-SRC-REPO; E-BROWSER-PUBLIC","None observed in demonstrated scope.","content API; desk query contract; author data","medium","2026-09-02","M1","Existing category and author information architecture."
"NC-GS-064","Categories, Authors & Editorial Desks","Features desk","A dedicated features section exposes analysis and long-form work.","category.html?section=features filters feature/analysis coverage.","✅","V3","category.html desk states; author.html; generated author pages; policy pages","category.html; assets/category-parity.js; assets/category-editorial-v3.js; assets/author-system.js","published article category/editorialSection/platforms; data/authors.json","Open desk/author/policy destination → correct filtered content and metadata render → story links stay canonical.","E-SRC-REPO; E-BROWSER-PUBLIC","None observed in demonstrated scope.","content API; desk query contract; author data","medium","2026-09-02","M1","Existing category and author information architecture."
"NC-GS-065","Categories, Authors & Editorial Desks","Platform desks and filters","Readers can narrow coverage by platform.","Article platforms and category editorial controls provide platform-led filtering/labels.","✅","V2","category.html desk states; author.html; generated author pages; policy pages","assets/category-editorial-v3.js; assets/curated-desks-v2.css","published article category/editorialSection/platforms; data/authors.json","Open desk/author/policy destination → correct filtered content and metadata render → story links stay canonical.","E-SRC-REPO; E-BROWSER-PUBLIC","None observed in demonstrated scope.","content API; desk query contract; author data","medium","2026-09-02","M1","Existing category and author information architecture."
"NC-GS-066","Categories, Authors & Editorial Desks","Canonical category filter metadata","Filtered desk states have stable non-conflicting titles and canonical URLs.","Inline category metadata logic normalizes legacy category params to section states.","✅","V2","category.html desk states; author.html; generated author pages; policy pages","category.html; assets/category-parity.js","published article category/editorialSection/platforms; data/authors.json","Open desk/author/policy destination → correct filtered content and metadata render → story links stay canonical.","E-SRC-REPO; E-AUDIT-PUBLIC","None observed in demonstrated scope.","content API; desk query contract; author data","medium","2026-09-02","M1","Existing category and author information architecture."
"NC-GS-067","Categories, Authors & Editorial Desks","Linked article bylines","Article bylines identify the author and link to their profile.","Article runtime resolves author metadata and generated author URL.","✅","V3","category.html desk states; author.html; generated author pages; policy pages","assets/author-system.js; assets/app.js","published article category/editorialSection/platforms; data/authors.json","Open desk/author/policy destination → correct filtered content and metadata render → story links stay canonical.","E-SRC-REPO; E-BROWSER-PUBLIC","None observed in demonstrated scope.","content API; desk query contract; author data","medium","2026-09-02","M1","Existing category and author information architecture."
"NC-GS-068","Categories, Authors & Editorial Desks","Author hub pages","Author pages show identity, bio, role, and published work.","Generated /authors/<slug>/ shells hydrate author.html with data/authors.json and story listings.","✅","V2","category.html desk states; author.html; generated author pages; policy pages","author.html; scripts/build_author_pages.py; assets/author-system.js","published article category/editorialSection/platforms; data/authors.json","Open desk/author/policy destination → correct filtered content and metadata render → story links stay canonical.","E-SRC-REPO; E-BROWSER-PUBLIC","None observed in demonstrated scope.","content API; desk query contract; author data","medium","2026-09-02","M1","Existing category and author information architecture."
"NC-GS-069","Categories, Authors & Editorial Desks","Author follows","Signed-in readers can follow an author and retain that preference.","Community runtime maps author follow controls to author_follows.","🟡","V3","category.html desk states; author.html; generated author pages; policy pages","assets/community-core.js; assets/author-system.js","author_follows; Supabase Auth","Sign in → follow author → confirmed table write → UI updates → reload retains following → unfollow cleanup.","E-SRC-REPO; E-BROWSER-ARTICLE; E-AUTH-BLOCKED; E-INTERACTION-M3; E-AUTH-FIXTURE-BLOCKED-M3","Exact-branch signed-out activation reaches sign-in, but the initial control misleadingly says FOLLOWING (BUG-M3-02); no safe identity existed for write/reload proof.","reader session; author_follows RLS; author identity","high","2026-09-02","M3","Existing owner preserved; the UI inconsistency is recorded rather than repaired in this evidence-only milestone."
"NC-GS-070","Categories, Authors & Editorial Desks","About, standards, and commercial disclosure pages","The publication exposes editorial identity, standards, privacy, terms, and commercial policy.","Static About, Standards, Privacy, Terms, and Commercial pages are linked globally.","✅","V2","category.html desk states; author.html; generated author pages; policy pages","about.html; standards.html; privacy.html; terms.html; commercial.html; assets/app.js","published article category/editorialSection/platforms; data/authors.json","Open desk/author/policy destination → correct filtered content and metadata render → story links stay canonical.","E-SRC-REPO; E-BROWSER-PUBLIC","None observed in demonstrated scope.","content API; desk query contract; author data","medium","2026-09-02","M1","Existing category and author information architecture."
"NC-GS-071","Games Database & Game Pages","Games directory","A dedicated directory lists game entities independently of stories.","/games/ renders mapped game records with search and filters.","✅","V3","/games/; /games/<slug>/; game.html","games/index.html; assets/games-directory.js; assets/game-page.js; assets/public-hardening.js","Supabase games/views plus article-derived fallback and generated game shells","Open game directory → search/filter → open a game → facts and connected stories render.","E-SRC-REPO; E-BROWSER-GAMES; E-PROTECTED-RUNTIME-M2; E-TITLE-BROWSER-M3","Directory behavior was browser-verified on Milestone 1 and the exact shell retained its Games title; post-script exact-canary settlement was blocked by the canary base path.","games database views; article game identity; generated game pages","high","2026-09-02","M3","The Games Database remains the existing owner; exact evidence is recorded without overstating subpath-canary hydration."
"NC-GS-072","Games Database & Game Pages","Game directory search","Readers can narrow game entities by title.","Client-side game search updates the result count and cards.","✅","V3","/games/; /games/<slug>/; game.html","games/index.html; assets/games-directory.js; assets/game-page.js","Supabase games/views plus article-derived fallback and generated game shells","Open game directory → search/filter → open a game → facts and connected stories render.","E-SRC-REPO; E-BROWSER-GAMES","None observed in demonstrated scope.","games database views; article game identity; generated game pages","high","2026-09-02","M1","Game database and pages are existing systems, not Milestone 1 additions."
"NC-GS-073","Games Database & Game Pages","Game platform filter","Readers can filter games by supported platform.","The directory exposes platform controls derived from game data.","✅","V2","/games/; /games/<slug>/; game.html","assets/games-directory.js; scripts/audit_games_directory.py","Supabase games/views plus article-derived fallback and generated game shells","Open game directory → search/filter → open a game → facts and connected stories render.","E-SRC-REPO; E-BROWSER-GAMES","None observed in demonstrated scope.","games database views; article game identity; generated game pages","high","2026-09-02","M1","Game database and pages are existing systems, not Milestone 1 additions."
"NC-GS-074","Games Database & Game Pages","Game genre filter","Readers can filter games by genre.","The directory exposes genre controls derived from game rows.","✅","V2","/games/; /games/<slug>/; game.html","games/index.html; assets/games-directory.js; assets/game-page.js","Supabase games/views plus article-derived fallback and generated game shells","Open game directory → search/filter → open a game → facts and connected stories render.","E-SRC-REPO; E-BROWSER-GAMES","None observed in demonstrated scope.","games database views; article game identity; generated game pages","high","2026-09-02","M1","Game database and pages are existing systems, not Milestone 1 additions."
"NC-GS-075","Games Database & Game Pages","Game release-year filter","Readers can filter games by release year.","The directory exposes year controls and result counts.","✅","V2","/games/; /games/<slug>/; game.html","games/index.html; assets/games-directory.js; assets/game-page.js","Supabase games/views plus article-derived fallback and generated game shells","Open game directory → search/filter → open a game → facts and connected stories render.","E-SRC-REPO; E-BROWSER-GAMES","None observed in demonstrated scope.","games database views; article game identity; generated game pages","high","2026-09-02","M1","Game database and pages are existing systems, not Milestone 1 additions."
"NC-GS-076","Games Database & Game Pages","Release calendar","A game directory distinguishes upcoming and released titles over time.","Release date/year data powers release-state tabs and ordering.","✅","V3","/games/; /games/<slug>/; game.html","games/index.html; assets/games-directory.js; assets/game-page.js","Supabase games/views plus article-derived fallback and generated game shells","Open game directory → search/filter → open a game → facts and connected stories render.","E-SRC-REPO; E-BROWSER-GAMES","None observed in demonstrated scope.","games database views; article game identity; generated game pages","high","2026-09-02","M1","Game database and pages are existing systems, not Milestone 1 additions."
"NC-GS-077","Games Database & Game Pages","Upcoming, released, and scored states","Readers can switch among upcoming, released, and reviewed game subsets.","Directory tabs expose release/scored states.","🟡","V3","/games/; /games/<slug>/; game.html","games/index.html; assets/games-directory.js; assets/game-page.js","Supabase games/views plus article-derived fallback and generated game shells","Open game directory → search/filter → open a game → facts and connected stories render.","E-SRC-REPO; E-BROWSER-GAMES","Controls render, but the observed Upcoming state has 0 mapped games; full data coverage is unproven.","games database views; article game identity; generated game pages","high","2026-09-02","M1","Game database and pages are existing systems, not Milestone 1 additions."
"NC-GS-078","Games Database & Game Pages","Individual game page","Each supported game has an identity page with facts and related editorial coverage.","Generated /games/<slug>/ shells hydrate the shared game page runtime.","✅","V3","/games/; /games/<slug>/; game.html","game.html; scripts/build_game_pages.py; assets/game-page.js","Supabase games/views plus article-derived fallback and generated game shells","Open game directory → search/filter → open a game → facts and connected stories render.","E-SRC-REPO; E-BROWSER-GAMES","None observed in demonstrated scope.","games database views; article game identity; generated game pages","high","2026-09-02","M1","Game database and pages are existing systems, not Milestone 1 additions."
"NC-GS-079","Games Database & Game Pages","Game facts and release variants","Game pages expose platforms, developer/publisher, genres, and release details.","Game page sections render structured facts and release records.","✅","V3","/games/; /games/<slug>/; game.html","assets/game-page.js; supabase/migrations/20260828183000_games_database_v1.sql","Supabase games/views plus article-derived fallback and generated game shells","Open game directory → search/filter → open a game → facts and connected stories render.","E-SRC-REPO; E-BROWSER-GAMES","None observed in demonstrated scope.","games database views; article game identity; generated game pages","high","2026-09-02","M1","Game database and pages are existing systems, not Milestone 1 additions."
"NC-GS-080","Games Database & Game Pages","Official game links","Game pages provide clearly labeled official/external destinations.","Game page data renders official links with external-link handling.","✅","V3","/games/; /games/<slug>/; game.html","assets/game-page.js; assets/analytics.js","Supabase games/views plus article-derived fallback and generated game shells","Open game directory → search/filter → open a game → facts and connected stories render.","E-SRC-REPO; E-BROWSER-GAMES","None observed in demonstrated scope.","games database views; article game identity; generated game pages","high","2026-09-02","M1","Game database and pages are existing systems, not Milestone 1 additions."
"NC-GS-081","Game Graph & Topic Hubs","Article game identity","Coverage is explicitly attached to a game entity rather than inferred only from text.","gameKey fields and Game Graph identity modules connect articles to game records.","✅","V2","/topics/game/<slug>/; /topics/series/<slug>/; /topics/franchise/<slug>/; game pages","assets/game-graph-identity.js; assets/topic-hub.js; scripts/build_topic_pages.py","article gameKey, series, franchise, tags, and contentBlocks","Resolve article entity identity → open generated hub → connected stories/relations render with canonical links.","E-SRC-REPO; E-AUDIT-PUBLIC","None observed in deterministic scope.","complete article entity mappings; topic builder; content API","critical","2026-09-02","M1","Game Graph is a protected Milestone 0 system."
"NC-GS-082","Game Graph & Topic Hubs","Article series identity","Coverage can be grouped under a stable series identity.","series fields feed generated series hubs and relevance.","✅","V2","/topics/game/<slug>/; /topics/series/<slug>/; /topics/franchise/<slug>/; game pages","assets/game-graph-identity.js; assets/topic-hub.js; scripts/build_topic_pages.py","article gameKey, series, franchise, tags, and contentBlocks","Resolve article entity identity → open generated hub → connected stories/relations render with canonical links.","E-SRC-REPO; E-AUDIT-PUBLIC","None observed in deterministic scope.","complete article entity mappings; topic builder; content API","critical","2026-09-02","M1","Game Graph is a protected Milestone 0 system."
"NC-GS-083","Game Graph & Topic Hubs","Article franchise identity","Coverage can be grouped under a broad franchise identity.","franchise fields feed generated franchise hubs and relevance.","✅","V2","/topics/game/<slug>/; /topics/series/<slug>/; /topics/franchise/<slug>/; game pages","assets/game-graph-identity.js; assets/topic-hub.js; scripts/build_topic_pages.py","article gameKey, series, franchise, tags, and contentBlocks","Resolve article entity identity → open generated hub → connected stories/relations render with canonical links.","E-SRC-REPO; E-AUDIT-PUBLIC","None observed in deterministic scope.","complete article entity mappings; topic builder; content API","critical","2026-09-02","M1","Game Graph is a protected Milestone 0 system."
"NC-GS-084","Game Graph & Topic Hubs","Game topic hub","A game topic page aggregates all mapped coverage for one title.","Generated game-topic shells hydrate topic.html with game-filtered stories.","✅","V2","/topics/game/<slug>/; /topics/series/<slug>/; /topics/franchise/<slug>/; game pages","topic.html; scripts/build_topic_pages.py; assets/topic-hub.js","article gameKey, series, franchise, tags, and contentBlocks","Resolve article entity identity → open generated hub → connected stories/relations render with canonical links.","E-SRC-REPO; E-AUDIT-PUBLIC","None observed in deterministic scope.","complete article entity mappings; topic builder; content API","critical","2026-09-02","M1","Game Graph is a protected Milestone 0 system."
"NC-GS-085","Game Graph & Topic Hubs","Series hub","A series page aggregates mapped coverage across related games.","Generated series shells filter published stories by series identity.","✅","V2","/topics/game/<slug>/; /topics/series/<slug>/; /topics/franchise/<slug>/; game pages","assets/game-graph-identity.js; assets/topic-hub.js; scripts/build_topic_pages.py","article gameKey, series, franchise, tags, and contentBlocks","Resolve article entity identity → open generated hub → connected stories/relations render with canonical links.","E-SRC-REPO; E-AUDIT-PUBLIC","None observed in deterministic scope.","complete article entity mappings; topic builder; content API","critical","2026-09-02","M1","Game Graph is a protected Milestone 0 system."
"NC-GS-086","Game Graph & Topic Hubs","Franchise hub","A franchise page aggregates broad connected coverage.","Generated franchise shells filter and present franchise coverage.","✅","V3","/topics/game/<slug>/; /topics/series/<slug>/; /topics/franchise/<slug>/; game pages","assets/game-graph-identity.js; assets/topic-hub.js; scripts/build_topic_pages.py","article gameKey, series, franchise, tags, and contentBlocks","Resolve article entity identity → open generated hub → connected stories/relations render with canonical links.","E-SRC-REPO; E-BROWSER-PUBLIC","None observed in deterministic scope.","complete article entity mappings; topic builder; content API","critical","2026-09-02","M1","Game Graph is a protected Milestone 0 system."
"NC-GS-087","Game Graph & Topic Hubs","Connected-game relations","Game pages expose meaningful relationships to other games or entities.","Game database relations and Game Graph context render Connections sections.","✅","V3","/topics/game/<slug>/; /topics/series/<slug>/; /topics/franchise/<slug>/; game pages","assets/game-page.js; supabase/migrations/20260828183000_games_database_v1.sql","article gameKey, series, franchise, tags, and contentBlocks","Resolve article entity identity → open generated hub → connected stories/relations render with canonical links.","E-SRC-REPO; E-BROWSER-GAMES","None observed in deterministic scope.","complete article entity mappings; topic builder; content API","critical","2026-09-02","M1","Game Graph is a protected Milestone 0 system."
"NC-GS-088","Game Graph & Topic Hubs","Ranked-list appearances on entities","Entity pages show where a game appears in ranked/best coverage.","Structured ranked blocks and identity matching expose ranking appearances.","✅","V2","/topics/game/<slug>/; /topics/series/<slug>/; /topics/franchise/<slug>/; game pages","assets/game-page.js; assets/collection-ranking-preview.js","article gameKey, series, franchise, tags, and contentBlocks","Resolve article entity identity → open generated hub → connected stories/relations render with canonical links.","E-SRC-REPO; E-AUDIT-PUBLIC","None observed in deterministic scope.","complete article entity mappings; topic builder; content API","critical","2026-09-02","M1","Game Graph is a protected Milestone 0 system."
"NC-GS-089","Game Graph & Topic Hubs","Generated Game Graph routes","Supported game, series, and franchise identities receive crawlable generated routes.","Topic/game builders generate canonical shells for mapped identities.","✅","V2","/topics/game/<slug>/; /topics/series/<slug>/; /topics/franchise/<slug>/; game pages","scripts/build_topic_pages.py; scripts/build_game_pages.py; sitemap.xml","article gameKey, series, franchise, tags, and contentBlocks","Resolve article entity identity → open generated hub → connected stories/relations render with canonical links.","E-SRC-REPO; E-AUDIT-PUBLIC","None observed in deterministic scope.","complete article entity mappings; topic builder; content API","critical","2026-09-02","M1","Game Graph is a protected Milestone 0 system."
"NC-GS-090","Game Graph & Topic Hubs","Game Graph mapping coverage","Published coverage consistently maps to the correct game/series/franchise entities.","Most stories carry series/franchise identity and 39/53 carry game identity.","🟡","V2","/topics/game/<slug>/; /topics/series/<slug>/; /topics/franchise/<slug>/; game pages","data/articles.json; scripts/audit_games_database.py; assets/game-graph-identity.js","article gameKey, series, franchise, tags, and contentBlocks","Resolve article entity identity → open generated hub → connected stories/relations render with canonical links.","E-SRC-REPO; E-AUDIT-PUBLIC","14 stories lack gameKey; 23 populated gameKey references have no matching Games Database record; only 7 full game pages exist.","editorial metadata completeness; game record mapping","critical","2026-09-02","M1","Game Graph is a protected Milestone 0 system."
"NC-GS-091","Discovery, Related & Recirculation","Discovery Intelligence engine","The publication ranks useful next content from editorial and entity signals.","Discovery Intelligence scores category, tags, section, game, series, franchise, and collection context.","✅","V2","homepage, search, article sidebars/end matter, topic and game hubs","assets/discovery-intelligence.js; assets/article-discovery.js; assets/recirculation.js","published article metadata; Game Graph identity; popularity signals","Open a story/discovery surface → ranked related links render → follow a canonical internal link → destination resolves.","E-SRC-REPO; E-AUDIT-PUBLIC; E-BROWSER-ARTICLE","None observed in demonstrated scope.","article metadata; canonical routes; relevance scoring","critical","2026-09-02","M1","Discovery Intelligence, Related Coverage, and Recirculation are protected systems."
"NC-GS-092","Discovery, Related & Recirculation","Related Coverage module","Articles show closely related reporting/features.","Article discovery renders a Related Coverage module from scored candidates.","✅","V3","homepage, search, article sidebars/end matter, topic and game hubs","assets/discovery-intelligence.js; assets/article-discovery.js; assets/recirculation.js","published article metadata; Game Graph identity; popularity signals","Open a story/discovery surface → ranked related links render → follow a canonical internal link → destination resolves.","E-SRC-REPO; E-AUDIT-PUBLIC; E-BROWSER-ARTICLE","None observed in demonstrated scope.","article metadata; canonical routes; relevance scoring","critical","2026-09-02","M1","Discovery Intelligence, Related Coverage, and Recirculation are protected systems."
"NC-GS-093","Discovery, Related & Recirculation","Connected Coverage module","Articles expose entity-linked coverage beyond simple tag matching.","Connected Coverage uses Game Graph identity and story relations.","✅","V3","homepage, search, article sidebars/end matter, topic and game hubs","assets/discovery-intelligence.js; assets/article-discovery.js; assets/recirculation.js","published article metadata; Game Graph identity; popularity signals","Open a story/discovery surface → ranked related links render → follow a canonical internal link → destination resolves.","E-SRC-REPO; E-AUDIT-PUBLIC; E-BROWSER-ARTICLE","None observed in demonstrated scope.","article metadata; canonical routes; relevance scoring","critical","2026-09-02","M1","Discovery Intelligence, Related Coverage, and Recirculation are protected systems."
"NC-GS-094","Discovery, Related & Recirculation","Article recirculation module","End matter deliberately routes readers into more publication content.","Recirculation module injects canonical next-story cards and tracks selection.","✅","V3","homepage, search, article sidebars/end matter, topic and game hubs","assets/discovery-intelligence.js; assets/article-discovery.js; assets/recirculation.js","published article metadata; Game Graph identity; popularity signals","Open a story/discovery surface → ranked related links render → follow a canonical internal link → destination resolves.","E-SRC-REPO; E-AUDIT-PUBLIC; E-BROWSER-ARTICLE","None observed in demonstrated scope.","article metadata; canonical routes; relevance scoring","critical","2026-09-02","M1","Discovery Intelligence, Related Coverage, and Recirculation are protected systems."
"NC-GS-095","Discovery, Related & Recirculation","Next-read recommendation","A reader receives a clear next story rather than a dead end.","Recirculation selects a next read from eligible related candidates.","✅","V3","homepage, search, article sidebars/end matter, topic and game hubs","assets/recirculation.js; assets/article-discovery.js","published article metadata; Game Graph identity; popularity signals","Open a story/discovery surface → ranked related links render → follow a canonical internal link → destination resolves.","E-SRC-REPO; E-AUDIT-PUBLIC; E-BROWSER-ARTICLE","None observed in demonstrated scope.","article metadata; canonical routes; relevance scoring","critical","2026-09-02","M1","Discovery Intelligence, Related Coverage, and Recirculation are protected systems."
"NC-GS-096","Discovery, Related & Recirculation","Entity-aware relevance","Related results favor shared game/series/franchise identity.","Discovery weights explicit Game Graph metadata.","✅","V2","homepage, search, article sidebars/end matter, topic and game hubs","assets/discovery-intelligence.js; assets/game-graph-identity.js","published article metadata; Game Graph identity; popularity signals","Open a story/discovery surface → ranked related links render → follow a canonical internal link → destination resolves.","E-SRC-REPO; E-AUDIT-PUBLIC; E-BROWSER-ARTICLE","None observed in demonstrated scope.","article metadata; canonical routes; relevance scoring","critical","2026-09-02","M1","Discovery Intelligence, Related Coverage, and Recirculation are protected systems."
"NC-GS-097","Discovery, Related & Recirculation","Search result ranking quality","Search ranks exact and contextually relevant results ahead of weak matches.","Search parity/discovery scoring ranks story and entity matches.","🟡","V3","homepage, search, article sidebars/end matter, topic and game hubs","assets/search-parity.js; assets/discovery-intelligence.js","published article metadata; Game Graph identity; popularity signals","Open a story/discovery surface → ranked related links render → follow a canonical internal link → destination resolves.","E-SRC-REPO; E-BROWSER-SEARCH","One real query produced useful results, but ranking quality across misspellings, ties, and sparse entities is not exhaustively verified.","article metadata completeness; scoring weights","high","2026-09-02","M1","Discovery Intelligence, Related Coverage, and Recirculation are protected systems."
